Sklypo_ID	Sklypo_kodas	Kadastro_vietoves_kodas	Kadastro_vietoves_bloko_numeris	Sklypo_nr_bloke	Anuliavimo_data	Pagal_pastata	Sklypo_adresas	Laikotarpis	Bazine_kaina	Plotas	Paskirties_kodas	Paskirtis	Charakteristikos_kodas	Charakteristika	Turto_grupes_kodas	Turto_grupe	Verciu_zona	Skaitiklis	Vardiklis	Neapmokestinamas_dydis	Moketojo_ID	Moketojo_kodas	Moketojo_pavadinimas	Naudojimo_pradzia	Naudojimo_pabaiga	Taikyti_VRV	VRV_visa	VRV_dalies	Dokumento_data	Dokumento_nr	Dokumento_tipas	Koregavimo_data
8549	440019983285	0101	0056	160	NULL	0	"Vilniaus m. sav., Vilnius, Mindaugo g. 31"	2014 m.	276601,91	0,068200	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.11	383	682	NULL	7734	1006609	UAB „DILIDUS“	2010-01-21	NULL	1	506000.00	248536.36	2009-12-21	N01/2009-403	Valst. ž. skl. nuomos sutartis	2014-12-10
8709	10100080051	0101	0008	51	NULL	0	"Vilniaus m. sav., Vilnius, Visorių g. 10"	2014 m.	87368,75	0,466800	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.56	1	1	NULL	13573	0	U.a.b.".b.	2010-09-01	2092-11-21	1	1504000.00	1166339.00	1993-11-23	2217	Valst. ž. skl. nuomos sutartis	2010-09-01
8901	10100230122	0101	0023	122	NULL	0	"Vilniaus m. sav., Vilnius, Lakūnų g. 47A"	2014 m.	125154,79	0,630900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.50	136	6309	NULL	8035	0	V.J.O.	2009-08-13	2013-10-21	1	4906000.00	105756.00	2009-07-03	N01/2009-183	Valst. ž. skl. nuomos sutartis	2015-05-08
8901	10100230122	0101	0023	122	NULL	0	"Vilniaus m. sav., Vilnius, Lakūnų g. 47A"	2014 m.	125154,79	0,630900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.50	6173	6309	NULL	13068	1009640	469-oji garažų statybos ir eksploatavimo bendrija	2003-01-01	NULL	0	NULL	NULL	NULL			2015-02-26
8901	10100230122	0101	0023	122	NULL	0	"Vilniaus m. sav., Vilnius, Lakūnų g. 47A"	2014 m.	125154,79	0,630900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.50	136	6309	NULL	17803	0	L.G.O.	2014-11-28	2014-12-04	1	1985479.41	42800.00	NULL			2015-05-08
8901	10100230122	0101	0023	122	NULL	0	"Vilniaus m. sav., Vilnius, Lakūnų g. 47A"	2014 m.	125154,79	0,630900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.50	136	6309	NULL	17803	0	L.G.O.	2014-02-08	2014-11-27	1	4951776.38	106743.00	NULL			2015-05-08
8901	10100230122	0101	0023	122	NULL	0	"Vilniaus m. sav., Vilnius, Lakūnų g. 47A"	2014 m.	125154,79	0,630900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.50	136	6309	NULL	17803	0	L.G.O.	2013-10-22	2014-02-07	1	1985478.93	42800.00	NULL			2015-05-27
8751	10100520011	0101	0052	11	NULL	0	"Vilniaus m. sav., Vilnius, Geležinio Vilko g. 2A"	2014 m.	90445,50	0,303000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.13	1	1	NULL	2933	1002933	Uždaroji akcinė bendrovė "LIETUVA STATOIL"	1994-09-26	2093-09-12	0	NULL	NULL	1994-09-13	P-4051	Nuomos sutartis	2009-08-17
8725	10100310118	0101	0031	118	NULL	0	"Vilniaus m. sav., Vilnius, T. Narbuto g."	2014 m.	26263,00	0,060900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.16	1	1	NULL	7884	1006759	Uždaroji akcinė bendrovė "LIT-INVEST"	1996-08-16	2095-08-15	0	NULL	NULL	1996-08-12	N01/96-10982	Nuomos sutartis	2009-09-16
8210	440016557065	0101	0002	470	NULL	0	"Vilniaus m. sav., Vilnius, Žaliųjų Ežerų g. 148B"	2014 m.	9867,00	0,052000	995	Kita (žemės)			972	Komercinės paskirties žemė	57.62	1	1	NULL	8561	1007436	Uždaroji akcinė bendrovė "GRINDA"	2012-05-08	2018-09-21	1	42700.00	42721.00	2008-09-22	N01/2008-117	Valst. ž. skl. nuomos sutartis	2012-05-08
8306	10100420088	0101	0042	88	NULL	0	"Vilniaus m. sav., Vilnius, Paupio g. 3"	2014 m.	48765,15	0,328800	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.7	260	3288	NULL	7511	0	A.Z.	2003-12-12	NULL	0	NULL	NULL	2001-12-11	N01/2001-24983	Nuomos sutartis	2009-05-25
8306	10100420088	0101	0042	88	NULL	0	"Vilniaus m. sav., Vilnius, Paupio g. 3"	2014 m.	48765,15	0,328800	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.7	260	3288	NULL	7511	0	A.Z.	2003-12-12	2003-12-12	1	1785000.00	141150.00	2001-12-11	N01/2001-24983	Nuomos sutartis	2014-11-17
8306	10100420088	0101	0042	88	NULL	0	"Vilniaus m. sav., Vilnius, Paupio g. 3"	2014 m.	48765,15	0,328800	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.7	47	3288	NULL	7559	0	G.G.	2009-11-19	NULL	1	3782000.00	22212.00	2009-11-13	N01/2009-361	Valst. ž. skl. nuomos sutartis	2009-11-19
8306	10100420088	0101	0042	88	NULL	0	"Vilniaus m. sav., Vilnius, Paupio g. 3"	2014 m.	48765,15	0,328800	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.7	47	3288	NULL	7559	0	G.G.	2009-11-19	NULL	1	1785000.00	25516.00	2009-11-13	N01/2009-361	Valst. ž. skl. nuomos sutartis	2011-10-06
8306	10100420088	0101	0042	88	NULL	0	"Vilniaus m. sav., Vilnius, Paupio g. 3"	2014 m.	48765,15	0,328800	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.7	49	3288	NULL	13690	0	J.B.	2012-02-15	NULL	1	1785000.00	26601.00	2011-12-29	N49/2011-503	Valst. ž. skl. nuomos sutartis	2012-02-15
8306	10100420088	0101	0042	88	NULL	0	"Vilniaus m. sav., Vilnius, Paupio g. 3"	2014 m.	48765,15	0,328800	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.7	48	3288	NULL	13691	0	A.I.	2012-03-05	NULL	1	1785000.00	26058.00	2011-12-29	N49/2011-502	Valst. ž. skl. nuomos sutartis	2012-03-05
8563	10100550073	0101	0055	73	NULL	0	"Vilniaus m. sav., Vilnius, Naugarduko g. 62"	2014 m.	65121,00	0,584700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.11	1	1	NULL	3735	1003735	Uždaroji akcinė bendrovė "LELIJA"	1999-06-28	2098-06-27	0	NULL	NULL	1999-06-28	N01/99-21165	Valst. ž. skl. nuomos sutartis	2009-11-26
8544	10100200005	0101	0020	5	NULL	0	"Vilniaus m. sav., Vilnius, Buivydiškių g. 17"	2014 m.	49102,00	0,179900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.48	1	1	NULL	3488	1003488	UAB "Lamees" (TIN 9800331541)	2009-12-01	2092-09-12	1	1909000.00	1908760.00	2006-05-18	N01/2006-652	Valst. ž. skl. nuomos sutartis	2009-12-01
8903	440011417568	0101	0005	455	NULL	0	"Vilniaus m. sav., Vilnius, Santariškių g. 60"	2014 m.	71700,00	0,400000	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.60	132	4000	NULL	8038	0	A.N.	2009-06-01	NULL	1	1763000.00	58179.00	2009-04-24	K01/2009-79	Valst. ž. skl. nuomos sutartis	2009-06-01
8903	440011417568	0101	0005	455	NULL	0	"Vilniaus m. sav., Vilnius, Santariškių g. 60"	2014 m.	71700,00	0,400000	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.60	49	4000	.004900	8039	0	A.Z.	2009-06-16	NULL	1	1763000.00	21597.00	2009-04-24	K01/2009-76	Valst. ž. skl. nuomos sutartis	2014-11-13
8903	440011417568	0101	0005	455	NULL	0	"Vilniaus m. sav., Vilnius, Santariškių g. 60"	2014 m.	71700,00	0,400000	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.60	33	4000	NULL	8040	0	G.Z.	2009-06-17	NULL	1	1763000.00	14545.00	2009-04-24	K01/2009-78	Valst. ž. skl. nuomos sutartis	2009-06-17
8590	440011766340	0101	0052	403	NULL	0	"Vilniaus m. sav., Vilnius, Gerosios Vilties g. 1B"	2014 m.	74337,00	0,349000	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.13	1	1	NULL	13541	0	G.V.P.U.	2013-01-17	NULL	1	852558.00	852558.00	2007-08-07	N01/2007-940	Valst. ž. skl. nuomos sutartis	2013-01-17
8591	10100820126	0101	0082	126	NULL	0	"Vilniaus m. sav., Vilnius, Baltosios Vokės g. 35"	2014 m.	1202109,70	4,721100	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.29	47151	47211	NULL	7332	1006207	AKCINĖ BENDROVĖ "SUSKYSTINTOS DUJOS"	2001-06-08	2099-02-20	0	NULL	NULL	2000-02-22	N01/2000-22336	Nuomos sutartis	2009-07-01
8234	440018325303	0101	0003	2375	NULL	0	"Vilniaus m. sav., Vilnius, Antavilių g. 5"	2014 m.	11948,00	0,055800	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.65	1	1	NULL	17653	0	A.P.	2013-12-27	NULL	1	51700.00	51700.00	2013-12-19	49SŽN-(14.49.57.)-57	Valst. ž. skl. nuomos sutartis	2013-12-27
9684	440020939512	0101	0080	1440	NULL	0	"Vilniaus m. sav., Vilnius, Dariaus ir Girėno g. 86A"	2014 m.	291384,68	1,025100	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.26	3085	10251	NULL	7548	1006423	UAB "Logistina"	2010-10-25	2097-09-29	1	635000.00	1323569.00	2010-08-16	N49/2010-7	Valst. ž. skl. nuomos sutartis	2010-10-25
8396	440010639695	0101	0076	505	NULL	0	"Vilniaus m. sav., Vilnius, Žarijų g. 2D"	2014 m.	116502,00	0,448300	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.29	1	1	NULL	7567	1006442	Uždaroji akcinė bendrovė "RANGA - IV"	2009-02-17	NULL	0	NULL	NULL	2008-12-31	N01/2008-305	Valst. ž. skl. nuomos sutartis	2009-02-17
8357	10100820156	0101	0082	156	NULL	0	"Vilniaus m. sav., Vilnius, Kirtimų g. 6A"	2014 m.	1996988,93	8,983300	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.29	1	1	NULL	4397	1004397	Uždaroji akcinė bendrovė „VILNIAUS VANDENYS“	2002-11-12	2101-10-19	0	NULL	NULL	2002-10-21	555	Valst. ž. skl. nuomos sutartis	2009-02-09
8509	10100810055	0101	0081	55	NULL	0	"Vilniaus m. sav., Vilnius, Minsko pl. 33B"	2014 m.	102572,81	0,475700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.26	1811	4757	NULL	7701	1006576	Uždaroji akcinė bendrovė "ESTINOS KONSTRUKCIJOS"	2008-06-04	NULL	0	NULL	NULL	2008-03-18	N01/2008-280	Valst. ž. skl. nuomos sutartis	2008-06-04
8509	10100810055	0101	0081	55	NULL	0	"Vilniaus m. sav., Vilnius, Minsko pl. 33B"	2014 m.	102572,81	0,475700	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	970	Pramonės ir sandėliavimo žemė	57.26	2946	4757	NULL	7722	0	J.P.	2008-03-18	2100-10-14	0	NULL	NULL	2001-10-15	400 N01/2001-24880	Valst. ž. skl. nuomos sutartis	2014-12-17
8779	10100330766	0101	0033	766	NULL	0	"Vilniaus m. sav., Vilnius, Žirmūnų g. 6A"	2014 m.	4079,25	0,014000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.17	1	1	NULL	1015	1001015	UAB "ELMAVA"	2008-11-13	2102-06-04	1	190000.00	190000.00	2003-06-06	424N01/2003-27223	Valst. ž. skl. nuomos sutartis	2008-11-13
8561	10100680395	0101	0068	395	NULL	0	"Vilniaus m. sav., Vilnius, Žaros g. 38"	2014 m.	48940,00	0,153900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.38	1	1	NULL	7746	1006621	Uždaroji akcinė bendrovė "DOLOMETA"(buvusi Lietuvos ir Baltarusijos uždaroji akcinė bendrovė "DOLOMETA")	2011-06-28	2099-01-23	1	282000.00	282000.00	2000-01-24	21 N01/2000-22221	Valst. ž. skl. nuomos sutartis	2011-06-28
8690	440015863153	0101	0058	168	NULL	0	"Vilniaus m. sav., Vilnius, Subačiaus g. 19"	2014 m.	20674,00	0,141000	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.3	651	1410	NULL	3984	0	A.E.	2008-07-15	2014-05-29	0	NULL	NULL	2008-07-02	N01/2008-39	Valst. ž. skl. nuomos sutartis	2014-05-30
8690	440015863153	0101	0058	168	NULL	0	"Vilniaus m. sav., Vilnius, Subačiaus g. 19"	2014 m.	20674,00	0,141000	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.3	198	1410	NULL	3984	0	A.E.	2013-07-29	2014-05-29	1	619000.00	86923.00	2013-07-29	49SŽN-(14.49.57.)-29	Valst. ž. skl. nuomos sutartis	2014-05-30
8690	440015863153	0101	0058	168	NULL	0	"Vilniaus m. sav., Vilnius, Subačiaus g. 19"	2014 m.	20674,00	0,141000	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.3	114	1410	NULL	7794	0	N.B.	2008-07-15	2014-05-29	0	NULL	NULL	2008-07-02	N01/2008-41	Valst. ž. skl. nuomos sutartis	2014-05-30
8690	440015863153	0101	0058	168	NULL	0	"Vilniaus m. sav., Vilnius, Subačiaus g. 19"	2014 m.	20674,00	0,141000	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.3	342	1410	NULL	7795	0	A.B.	2008-07-15	2014-05-29	0	NULL	NULL	2008-07-02	N01/2008-42	Valst. ž. skl. nuomos sutartis	2014-05-30
8690	440015863153	0101	0058	168	NULL	0	"Vilniaus m. sav., Vilnius, Subačiaus g. 19"	2014 m.	20674,00	0,141000	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.3	47	1410	NULL	7796	0	L.E.	2008-07-15	2014-05-29	0	NULL	NULL	2008-07-02	N01/2008-40	Valst. ž. skl. nuomos sutartis	2014-05-30
8690	440015863153	0101	0058	168	NULL	0	"Vilniaus m. sav., Vilnius, Subačiaus g. 19"	2014 m.	20674,00	0,141000	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.3	58	1410	NULL	7796	0	L.E.	2008-07-15	2014-05-29	0	NULL	NULL	2008-07-02	N01/2008-38	Valst. ž. skl. nuomos sutartis	2014-05-30
8338	440016277654	0101	0082	245	NULL	0	"Vilniaus m. sav., Vilnius, Juodšilių g. 6A"	2014 m.	1335,60	0,010600	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.29	1	1	NULL	76	1000076	Akcinė bendrovė "VILNIAUS ŠILUMOS TINKLAI"	2008-08-20	2066-08-17	0	NULL	NULL	2008-08-19	N01/2008-81	Valst. ž. skl. nuomos sutartis	2008-09-09
8207	10100150024	0101	0015	24	NULL	0	"Vilniaus m. sav., Vilnius, Medeinos g. 12"	2014 m.	8202,60	0,033600	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.51	1	1	NULL	7433	1006308	Uždaroji akcinė bendrovė "FARMAVITA"	2008-04-29	2094-02-20	0	NULL	NULL	1995-02-21	N01/95-8228	Nuomos sutartis	2008-04-29
8739	440012224354	0101	0161	1541	NULL	0	"Vilniaus m. sav., Vilnius, V. A. Graičiūno g. 41"	2014 m.	9792,90	0,083700	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.29	1	1	NULL	17790	0	U.,.G.	2013-08-01	2037-10-31	0	278000.00	278000.00	NULL			2014-12-31
8603	10100300020	0101	0030	20	NULL	0	"Vilniaus m. sav., Vilnius, Viršuliškių skg. 30"	2014 m.	534726,00	2,066400	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.77	4757	20664	NULL	7776	1006651	Uždaroji akcinė bendrovė "YIT Kausta būstas"	2012-08-27	2014-10-23	1	7187000.00	1735066.00	2010-06-30	N01/2010-205	Valst. ž. skl. nuomos sutartis	2015-03-30
8603	10100300020	0101	0030	20	NULL	0	"Vilniaus m. sav., Vilnius, Viršuliškių skg. 30"	2014 m.	534726,00	2,066400	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.77	713	20664	NULL	8327	0	D.R.	2010-07-14	NULL	1	7664000.00	266311.00	2010-06-30	N01/2010-207	Valst. ž. skl. nuomos sutartis	2010-07-14
8603	10100300020	0101	0030	20	NULL	0	"Vilniaus m. sav., Vilnius, Viršuliškių skg. 30"	2014 m.	534726,00	2,066400	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.77	612	20664	NULL	8289	1007164	Lietuvos ir Vokietijos uždaroji akcinė bendrovė "TUVLITA"	2012-06-11	NULL	1	7187000.00	218559.00	2011-12-01	N49/2011-458	Valst. ž. skl. nuomos sutartis	2014-12-03
8603	10100300020	0101	0030	20	NULL	0	"Vilniaus m. sav., Vilnius, Viršuliškių skg. 30"	2014 m.	534726,00	2,066400	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.77	198	20664	NULL	2832	1002832	UAB "DOKIPA INVESTICIJOS" (buvusi UAB "VIRŠULIŠKIŲ AUTOSALONAS"	2012-06-05	NULL	1	7187000.00	73357.00	2011-12-01	N49/2011-460	Valst. ž. skl. nuomos sutartis	2012-06-05
8603	10100300020	0101	0030	20	NULL	0	"Vilniaus m. sav., Vilnius, Viršuliškių skg. 30"	2014 m.	534726,00	2,066400	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.77	12627	20664	NULL	17484	0	V.P.C.	2013-11-14	2097-09-20	1	7011000.00	4462174.00	1998-09-21	583 N01/98-16423	Valst. ž. skl. nuomos sutartis	2015-02-10
8603	10100300020	0101	0030	20	NULL	0	"Vilniaus m. sav., Vilnius, Viršuliškių skg. 30"	2014 m.	534726,00	2,066400	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.77	4757	20664	NULL	17811	0	U.,.S.	2014-10-24	2097-09-21	1	9422836.13	1735066.00	2014-10-24	49SŽN-(14.49.57.)-344	Susitarimas	2015-04-02
8692	440014744424	0101	0042	227	NULL	0	"Vilniaus m. sav., Vilnius, Olandų g. 7"	2014 m.	9697,40	0,038700	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.7	71	387	NULL	7870	0	G.P.	2008-04-04	2041-03-24	0	NULL	NULL	2008-03-26	N01/2008-301	Valst. ž. skl. nuomos sutartis	2008-04-04
8796	440009629034	0101	0071	323	NULL	0	"Vilniaus m. sav., Vilnius, Gudų g. 4A"	2014 m.	9264,04	0,083500	995	Kita (žemės)			950	Gyvenamųjų teritorijų žemė	57.10	1	1	NULL	7941	1006816	606-oji daugiabučio namo savininkų bendrija "SANTARVĖ"	2007-03-31	2041-03-20	0	NULL	NULL	2007-03-22	N01/2007-321	Valst. ž. skl. nuomos sutartis	2007-03-31
8249	10100200045	0101	0020	45	NULL	0	"Vilniaus m. sav., Vilnius, Ukmergės g. 223"	2014 m.	93114,57	0,270000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.48	1	1	NULL	7467	1006342	UAB "Evolution office system"	2007-05-09	2095-03-26	0	NULL	NULL	1998-05-07	N01/98-15379	Nuomos sutartis	2007-09-17
8515	10100320250	0101	0032	250	NULL	0	"Vilniaus m. sav., Vilnius, Konstitucijos pr. 14A"	2014 m.	464407,00	0,643000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.18	1	1	NULL	7711	1006586	UAB "ENERGO DEVELOPMENT". Išieškojimas.	2007-06-19	2097-01-15	0	NULL	NULL	1998-12-07	N01/98-19898	Valst. ž. skl. nuomos sutartis	2007-06-19
8738	10100791622	0101	0079	1622	NULL	0	"Vilniaus m. sav., Vilnius, Metalo g. 29"	2014 m.	138357,19	0,508900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.26	1	1	NULL	17837	0	U.,.	2014-05-20	NULL	1	337000.00	337000.00	2014-05-20	49SŽN-(14.49.57.)-139	Susitarimas	2015-06-05
8496	440009489843	0101	0056	130	NULL	0	"Vilniaus m. sav., Vilnius, Geležinkelio g. 17"	2014 m.	119520,00	0,320000	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.11	16	32	NULL	7687	0	O.V.D.	2007-01-30	2069-11-28	0	NULL	NULL	2006-11-30	N01/2006-1405	Valst. ž. skl. nuomos sutartis	2007-01-30
8496	440009489843	0101	0056	130	NULL	0	"Vilniaus m. sav., Vilnius, Geležinkelio g. 17"	2014 m.	119520,00	0,320000	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.11	16	32	NULL	7688	0	R.G.	2007-02-05	2069-11-28	0	NULL	NULL	2006-11-30	N01/2006-1405	Valst. ž. skl. nuomos sutartis	2007-02-05
8576	10100810040	0101	0081	40	NULL	0	"Vilniaus m. sav., Vilnius, Liepkalnio g. 160A"	2014 m.	123071,00	0,563900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.26	1	1	NULL	2749	1002749	Akcinė bendrovė "Lietuvos draudimas"	1999-06-08	2098-05-24	0	NULL	NULL	1999-05-25	N01/99-20978	Valst. ž. skl. nuomos sutartis	2007-02-01
8678	440009569346	7937	0002	995	NULL	0	"Vilniaus m. sav., Grigiškės, Lentvario g. 2A"	2014 m.	15094,65	0,097700	995	Kita (žemės)			972	Komercinės paskirties žemė	57.33	517	977	NULL	7852	1006727	B. Lučiūnienės individuali įmonė	2007-01-05	2014-07-29	0	NULL	NULL	2006-12-22	N 01/2006-1526	Valst. ž. skl. nuomos sutartis	2007-01-05
8678	440009569346	7937	0002	995	NULL	0	"Vilniaus m. sav., Grigiškės, Lentvario g. 2A"	2014 m.	15094,65	0,097700	995	Kita (žemės)			972	Komercinės paskirties žemė	57.33	230	977	NULL	7857	0	L.P.	2007-02-19	2105-12-21	0	NULL	NULL	2006-12-22	N01/2006-1527	Valst. ž. skl. nuomos sutartis	2007-02-19
8678	440009569346	7937	0002	995	NULL	0	"Vilniaus m. sav., Grigiškės, Lentvario g. 2A"	2014 m.	15094,65	0,097700	995	Kita (žemės)			972	Komercinės paskirties žemė	57.33	230	977	NULL	7858	0	G.P.	2007-02-19	2105-12-21	0	NULL	NULL	2006-12-22	N01/2006-1527	Valst. ž. skl. nuomos sutartis	2007-02-19
8201	10100280013	0101	0028	13	NULL	0	"Vilniaus m. sav., Vilnius, Rygos g. 44"	2014 m.	323820,00	1,680000	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.47	1	1	NULL	7429	1006304	UAB JUSTINIŠKIŲ TURGUS	2007-02-23	2095-08-26	0	NULL	NULL	2000-10-24	582 N01/2000-23586	Valst. ž. skl. nuomos sutartis	2007-02-23
8336	10100170069	0101	0017	69	NULL	0	"Vilniaus m. sav., Vilnius, Kalvarijų g. 292"	2014 m.	57054,00	0,296000	995	Kita (žemės)	411	Įsigytų namų valdų žemė	950	Gyvenamųjų teritorijų žemė	57.54	1	1	NULL	7536	1006411	45-oji daugiabučių namų savininkų bendrija	1995-12-21	2094-12-10	0	NULL	NULL	1995-12-12	N01/95-8738	Nuomos sutartis	2006-10-27
8767	440003963877	0101	0020	194	NULL	0	"Vilniaus m. sav., Vilnius, Šeškinės g. 55B"	2014 m.	72248,78	0,338600	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	972	Komercinės paskirties žemė	57.52	5	3386	NULL	7918	1006793	UŽDAROJI AKCINĖ BENDROVĖ "MAŽOJI STATYBA" Bankroto bylos iškėlimas teisme 2008.12.02	2006-08-03	2073-04-01	1	1195000.00	1765.00	2006-04-03	N01/2006-385	Valst. ž. skl. nuomos sutartis	2006-08-03
8317	10100430117	0101	0043	117	NULL	0	"Vilniaus m. sav., Vilnius, Vasaros g. 1"	2014 m.	63719,00	0,170600	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.20	1	1	NULL	7520	1006395	Uždaroji akcinė bendrovė "VILNIAUS RYTAS"	1999-05-26	2098-05-13	0	NULL	NULL	1999-05-14	N01/99-20941	Nuomos sutartis	2006-01-30
8873	10100700072	0101	0070	72	NULL	0	"Vilniaus m. sav., Vilnius, Eišiškių pl. 11"	2014 m.	108882,50	0,493800	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	950	Gyvenamųjų teritorijų žemė	57.26	4568	4938	NULL	2933	1002933	Uždaroji akcinė bendrovė "LIETUVA STATOIL"	1996-01-08	2094-12-27	0	NULL	NULL	1995-12-29	N01/96-8829	Nuomos sutartis	2006-03-17
8746	440003255296	0101	0052	368	NULL	0	"Vilniaus m. sav., Vilnius, M. K. Čiurlionio g. 116"	2014 m.	684712,84	0,780900	995	Kita (žemės)	474	Kita ne ž.ū.ir ne m.ū.ž.	610	Žemės ūkio paskirties žemė	57.13	1	1	NULL	4397	1004397	Uždaroji akcinė bendrovė „VILNIAUS VANDENYS“	2004-06-16	2014-06-07	0	NULL	NULL	2004-06-09	N01/2004-861	Valst. ž. skl. nuomos sutartis	2004-06-16
8500	440007275845	0101	0052	385	NULL	0	"Vilniaus m. sav., Vilnius, M. K. Čiurlionio g. 116"	2014 m.	1644716,78	2,685800	995	Kita (žemės)			970	Pramonės ir sandėliavimo žemė	57.13	1	1	NULL	4397	1004397	Uždaroji akcinė bendrovė „VILNIAUS VANDENYS“	2006-04-10	2064-03-28	1	12980000.00	12980000.00	2006-03-30	N01/2006-379	Valst. ž. skl. nuomos sutartis	2006-04-10
